Lucas - pnp,25,8,11,19,3,5,25,0.12,4,2,1.0,2.636363636,4032.0,3,2,2
VacacionesSanmiguel,25,3,9,18,4,5,24,0.28,0,6,1.0,2.416666667,28764.0,5,0,2
Torrent Client,29,2,12,21,3,6,25,0.3793103448,1,3,1.0,2.4285714290000002,147456.0,3,3,2
blog-Gabriel-magister2014,29,8,8,20,4,5,21,0.275862069,1,0,2.333333333,2.357142857,10356.0,2,3,2
DeReTiYo,31,11,8,23,4,5,23,0.1612903226,0,0,0.0,2.692307692,11520.0,2,3,2
tool analysis,31,1,9,19,5,8,19,0.3548387097,0,0,0.0,1.9,184320.0,5,3,2
RaaS,32,2,19,28,3,3,28,0.53125,0,0,0.0,4.8571428569999995,125829120.0,3,0,2
Devolution,32,10,7,20,7,4,20,0.375,0,0,0.0,2.1875,34632.0,3,1,2
TreeStemDeformationMeshingTool,32,6,7,21,5,10,25,0.03125,0,4,1.0,1.952380952,157584.0,10,0,2
Premium1Nemocon,32,4,8,21,5,10,21,0.125,0,0,0.0,1.952380952,1128960.0,7,3,2
SPL-Doctor Chat,34,5,9,24,4,7,24,0.21,0,0,0.0,2.35,2752512.0,6,1,2
Video CMS,36,9,9,28,5,8,28,0.19,0,0,0.0,2.69,378000.0,6,2,2
Meshing Tool Generator,40,6,12,28,3,11,37,0.2,4,5,0.4117647059,2.17,294912.0,5,6,2
Database Tool,40,6,10,32,3,7,32,0.18,0,0,0.0,3.07,104119680.0,5,2,2
WebCollaborativeApplication,40,8,16,32,4,2,32,0.63,0,0,0.0,4.1,35251200.0,1,1,2
Tree Stem Deformation Simulator,43,13,9,28,5,10,33,0.05,0,5,0.6,2.08,1202985.0,10,0,2
Mobile Media 2,43,12,15,32,5,7,34,0.23,0,2,0.67,2.72,2128896.0,4,3,2
E-commerce,44,32,7,32,4,1,33,0.16,1,0,1.0,3.38,320.0,0,1,2
Java EE 6 - Camilo Fierro,45,0,11,33,5,11,33,0.24,0,0,0.67,2.39,1046937600.0,7,4,2
Sistem Informasi Rumah Sakit MIK,45,3,8,34,5,12,34,0.07,0,0,0.0,2.43,6602803200.0,11,1,2
PGE-FeatureModel_V1,48,8,13,35,5,12,35,0.1,0,0,0.0,2.36,829543680.0,7,5,2
Toko,48,15,7,32,5,7,33,0.27,0,1,1.0,2.35,2970240.0,4,3,2
Toko,49,17,7,32,5,9,32,0.14,0,0,1.0,2.19,9031680.0,8,1,2
Mobile Guide,51,20,12,29,6,0,29,0.59,0,0,1.22,2.27,33838080.0,0,0,2
E-commerce system,53,44,7,35,8,4,35,0.06,0,0,0.0,2.55,18.0,1,3,2
Video Player,53,14,6,33,5,9,33,0.32,0,0,1.0,2.1,844462080.0,9,0,2
MayaVariabilityModel,54,36,9,45,4,4,45,0.09,0,0,1.0,4.38,5544.0,2,2,2
e-banking-IN0980,55,3,9,41,5,11,44,0.15,3,0,0.6666666667,2.6,517027266560.0,9,2,2
Toko,56,18,9,37,5,10,37,0.2,0,0,1.0,2.24,232243200.0,9,1,2
e-commerce,56,5,11,42,5,12,47,0.13,1,4,0.8,2.58,824854609920.0,11,1,2
MayaModel,57,31,8,38,5,7,39,0.16,1,0,1.0,2.423076923,206976.0,4,3,2
FM ERP-SPL,57,28,6,37,6,6,39,0.25,0,2,1.0,2.384615385,1292544.0,6,0,2
