WebKit overview,19,4,3,13,4,4,23,0.052631578949999994,10,0,1.8333333330000001,2.2,87.0,0,4,0
EC2,20,3,3,12,7,7,12,0.0,0,0,0.0,1.733333333,32.0,0,7,0
Connector PL,20,4,2,10,9,7,10,0.05,0,0,0.0,1.529411765,18.0,1,6,0
Help System,25,6,6,17,5,7,20,0.0,0,3,1.0,2.066666667,1008.0,1,6,0
Key_Word_In_Context_index_systems,25,8,4,16,4,6,19,0.08,3,0,0.6666666667,2.0,240.0,1,5,0
e-foramation,26,6,3,15,8,8,15,0.03846153846000001,0,0,0.0,1.736842105,1260.0,3,5,0
ScrollingText,27,7,7,19,3,7,30,0.0,4,7,1.0,2.2,1440.0,2,5,0
Sistema de Informes por movil,28,6,8,21,3,6,35,0.07142857142999999,10,4,0.6315789474,2.538461538,534.0,2,4,0
ScrollingText,29,9,7,19,4,7,30,0.0,8,3,0.8333333333,2.058823529,192.0,1,6,0
Strategy Mobile Game,33,6,6,22,5,8,30,0.15,6,2,1.5,2.11,9198.0,1,7,0
Experiment environment,35,1,2,29,4,6,57,0.0,9,19,1.35,3.33,2326875.0,5,1,0
Tankwar,36,7,7,25,4,8,25,0.19,0,0,0.0,2.26,580608.0,2,6,0
Jogo de Tiros,37,18,12,25,4,6,40,0.08,13,2,36.0,2.33,1296.0,1,5,0
Software Stack,37,1,2,25,8,11,37,0.05,9,3,1.333333333,2.04,17073.0,3,8,0
Documentation_Generation,44,7,3,32,6,9,43,0.07,1,10,0.75,2.48,55681560.0,5,4,0
Thread,44,11,1,26,13,7,26,0.34,0,0,0.0,2.0,80658.0,0,7,0
SPL SimulES - PnP,53,14,3,35,6,11,35,0.23,0,0,0.0,2.17,97327104.0,3,8,0
SPL SimulES - PnP,59,18,3,38,5,14,38,0.14,0,0,0.0,2.057142857,41140224.0,1,13,0
E-science application,61,1,3,43,8,16,46,0.11,1,2,1.0,2.235294118,471859220.0,5,11,0
E-science application,61,1,3,43,8,16,43,0.1147540984,0,0,0.0,2.235294118,754974740.0,5,11,0
USECASE_Test,64,3,7,52,5,11,56,0.0625,3,1,1.0,3.217391304,2795520.0,3,8,0
ClassicShell,65,3,4,48,4,14,56,0.2461538462,8,0,1.0,2.516129032,359251200.0,0,14,0
bCMS system,66,33,2,44,6,8,44,0.1818181818,0,0,0.5,2.433333333,552960.0,2,6,0
PhotoSahring,76,14,4,49,8,21,49,0.06578947368,0,0,0.0,2.0,5735478067200.0,16,5,0
ModelTransformation,88,17,8,55,9,25,55,0.125,0,0,0.0,1.9310344830000001,16554170880000.0,14,11,0
UP estructural,97,16,2,65,13,24,66,0.2783505155,1,0,0.5,2.142857143,14808569610240.0,9,15,0
BankingSoftware,176,46,3,148,7,16,152,0.4375,4,0,0.25,4.340909091,5.26e+31,6,10,0
Hastane Randevu Sistemi,17,4,6,12,3,4,22,0.11764705880000001,8,2,16.0,2.222222222,216.0,1,3,0
FIRE-ALARM,19,4,2,10,6,7,16,0.0,6,0,1.0,1.5625,18.0,4,3,0
Bike Shop,21,3,5,15,5,5,27,0.09523809524,9,3,0.8181818181999999,2.272727273,70.0,1,4,0
sftcam,23,6,10,17,3,5,26,0.1739130435,9,0,1.2,2.454545455,198.0,0,5,0
SPLE robot assignment,23,7,5,14,5,7,20,0.0,3,3,0.42857142859999997,1.8125,120.0,2,5,0
HDD Seagate,27,5,6,20,3,6,36,0.03703703704,16,0,0.4117647059,2.461538462,560.0,1,5,0
SlotsAndModules,28,5,2,18,4,7,36,0.14285714289999998,18,0,0.56,2.0,6.0,0,7,0
Automotive system - 705,31,8,5,20,6,8,31,0.09677419355,9,2,0.6666666667,2.0,1344.0,1,7,0
Bike Computer Family,32,13,5,22,5,6,28,0.125,6,0,1.0,2.3125,240.0,0,6,0
Robot Calibration,33,10,9,23,3,8,30,0.0,4,3,0.9090909091,2.222222222,648.0,1,7,0
Text To Speech App,34,5,7,24,5,8,26,0.11764705880000001,2,0,1.0,2.277777778,267840.0,3,5,0
AmazonEC2,35,2,3,24,6,9,29,0.14285714289999998,5,0,1.0,2.15,1758.0,0,9,0
TrafficLight,44,12,10,31,5,10,39,0.0,3,5,0.7857142856999999,2.304347826,97200.0,2,8,0
Electronic Drum,52,15,5,36,5,11,36,0.019230769230000003,0,0,0.0,2.296296296,331776.0,0,11,0
