Autosoft,low,veryLow,moderate,low,moderate,low,veryLow,veryHigh,moderate,moderate,moderate,moderate,moderate,moderate,moderate,4
CFDP Library,moderate,veryLow,veryLow,moderate,moderate,moderate,moderate,high,moderate,high,high,moderate,moderate,moderate,moderate,4
DATABASE_TOOLS,veryHigh,moderate,veryHigh,veryHigh,moderate,moderate,veryHigh,moderate,high,moderate,veryHigh,veryHigh,veryHigh,high,moderate,4
Digital_Video_System,moderate,moderate,moderate,moderate,moderate,low,moderate,veryHigh,moderate,moderate,high,moderate,moderate,moderate,moderate,4
Eclipse Platform,moderate,veryLow,moderate,moderate,moderate,moderate,moderate,veryHigh,moderate,moderate,high,moderate,moderate,moderate,moderate,4
Entidades Urbanas,low,low,veryHigh,moderate,veryLow,low,moderate,veryHigh,moderate,moderate,moderate,veryHigh,moderate,moderate,moderate,4
FrameWorkProdemge,veryHigh,moderate,moderate,veryHigh,high,moderate,veryHigh,veryHigh,moderate,moderate,moderate,high,veryHigh,moderate,moderate,4
GoPhone Inc,moderate,veryLow,moderate,moderate,moderate,low,moderate,veryHigh,moderate,moderate,moderate,moderate,moderate,moderate,moderate,4
mac,moderate,low,veryHigh,moderate,veryHigh,moderate,moderate,high,moderate,moderate,moderate,moderate,moderate,moderate,high,4
Mobile Games,moderate,low,moderate,moderate,moderate,moderate,moderate,veryHigh,moderate,high,veryHigh,moderate,moderate,moderate,moderate,4
Mobile Guide,moderate,high,veryHigh,moderate,high,low,moderate,high,moderate,moderate,high,moderate,moderate,moderate,moderate,4
OW2-FraSCAti-1.4,high,high,moderate,veryHigh,moderate,moderate,high,high,moderate,moderate,moderate,high,high,moderate,moderate,4
Phone,low,low,moderate,low,low,low,low,veryHigh,moderate,moderate,high,moderate,moderate,moderate,moderate,4
RaaS,moderate,low,veryHigh,moderate,moderate,moderate,moderate,high,moderate,moderate,moderate,veryHigh,high,moderate,moderate,4
Reuso - UFRJ - Eclipse1,veryHigh,moderate,moderate,veryHigh,moderate,moderate,veryHigh,high,moderate,moderate,high,moderate,veryHigh,moderate,veryHigh,4
SEPFeatureModel,moderate,moderate,moderate,moderate,moderate,moderate,moderate,high,moderate,moderate,moderate,moderate,moderate,moderate,moderate,4
Simnumero,low,low,moderate,veryLow,veryHigh,low,veryLow,veryHigh,moderate,moderate,moderate,veryLow,low,moderate,moderate,4
Smart_Home,moderate,low,moderate,moderate,moderate,moderate,moderate,veryHigh,moderate,moderate,high,moderate,moderate,moderate,moderate,4
Toko,moderate,moderate,moderate,moderate,moderate,low,moderate,veryHigh,moderate,moderate,moderate,moderate,moderate,moderate,moderate,4
UML-IDE-TOOL,moderate,low,moderate,moderate,moderate,moderate,moderate,veryHigh,moderate,moderate,moderate,moderate,moderate,moderate,moderate,4
WebApp,low,low,moderate,low,moderate,low,low,veryHigh,moderate,moderate,moderate,moderate,moderate,moderate,moderate,4
WebCollaborativeApplication,moderate,moderate,veryHigh,moderate,moderate,moderate,moderate,veryHigh,moderate,moderate,moderate,high,moderate,moderate,moderate,4
Webshop,moderate,moderate,veryHigh,moderate,moderate,moderate,moderate,veryHigh,moderate,moderate,high,moderate,high,moderate,moderate,4
Wireless sensor actuator network,moderate,moderate,moderate,moderate,moderate,moderate,moderate,veryHigh,moderate,moderate,moderate,moderate,veryHigh,moderate,moderate,4
xtext,veryHigh,veryHigh,veryHigh,veryHigh,veryHigh,low,veryHigh,veryHigh,moderate,moderate,high,high,veryHigh,moderate,moderate,4
