Simnumero,10,2,2,2,8,0,2,0.7,0,0,0.0,1.0,8.0,0,0,4
WebApp,10,1,4,7,3,0,7,0.8,0,0,0.0,3.0,160.0,0,0,4
CFDP Library,13,0,1,8,3,1,11,0.6153846154,0,3,1.0,2.166666667,319.0,1,0,4
UML-IDE-TOOL,14,2,3,11,4,1,11,0.6428571429,0,0,0.0,3.5,1536.0,1,0,4
GoPhone Inc,16,0,5,10,3,0,10,0.9375,0,0,0.0,2.5,3150.0,0,0,4
Mobile Games,16,1,6,9,3,1,13,0.625,0,4,15.0,2.0,3645.0,1,0,4
Toko,19,6,5,11,4,0,11,0.6315789474,0,0,0.0,2.25,1600.0,0,0,4
Digital_Video_System,26,7,6,16,3,0,16,0.6923076923,0,0,1.0,2.5,22680.0,0,0,4
Smart_Home,28,2,6,19,4,2,19,0.6785714286,0,0,1.0,2.636363636,182280.0,1,1,4
Eclipse Platform,29,0,4,20,5,3,20,0.6896551724,0,0,1.0,2.583333333,983150.0,3,0,4
RaaS,32,2,19,28,3,3,28,0.53125,0,0,0.0,4.8571428569999995,125829120.0,3,0,4
SEPFeatureModel,33,10,7,21,4,2,21,0.6060606061,0,0,0.0,2.4285714290000002,52500.0,0,2,4
WebCollaborativeApplication,40,8,16,32,4,2,32,0.63,0,0,0.0,4.1,35251200.0,1,1,4
Webshop,46,10,10,34,3,2,37,0.63,2,1,1.33,3.36,8153726976.0,1,1,4
Mobile Guide,51,20,12,29,6,0,29,0.59,0,0,1.22,2.27,33838080.0,0,0,4
OW2-FraSCAti-1.4,63,18,8,48,5,2,48,0.6190476189999999,0,0,0.36956521740000003,3.764705882,1684077600.0,0,2,4
DATABASE_TOOLS,70,3,15,60,3,7,66,0.2857142857,5,1,2.5,4.470588235,9.84e+16,6,1,4
Reuso - UFRJ - Eclipse1,72,17,7,47,5,7,49,0.5555555556,2,0,1.0,2.4375,22552880544.0,0,7,4
FrameWorkProdemge,87,6,2,67,6,1,67,0.8965517241,0,0,0.0,4.1428571430000005,152539358336.0,0,1,4
xtext,137,41,13,102,7,0,102,0.6934306568999999,0,0,1.0,3.8857142860000002,1.31e+23,0,0,4
Autosoft,10,0,2,6,3,0,6,0.9,0,0,0.0,2.25,122.0,0,0,4
Phone,10,2,4,7,2,0,7,0.7,0,0,1.0,3.0,46.0,0,0,4
Entidades Urbanas,11,1,10,10,1,0,10,0.8181818181999999,0,0,0.0,10.0,512.0,0,0,4
mac,39,1,10,28,8,5,28,0.5641025640999999,0,0,0.5,2.6875,7302400.0,0,5,4
Wireless sensor actuator network,44,3,4,33,4,2,33,0.6363636364,0,0,0.0,3.461538462,13441204224.0,2,0,4
